I,PREDISPATCH,PRICESENSITIVITIES,1,PREDISPATCHSEQNO,RUNNO,REGIONID,PERIODID,INTERVENTION,RRPEEP1,RRPEEP2,RRPEEP3,RRPEEP4,RRPEEP5,RRPEEP6,RRPEEP7,RRPEEP8,RRPEEP9,RRPEEP10,RRPEEP11,RRPEEP12,RRPEEP13,RRPEEP14,RRPEEP15,RRPEEP16,RRPEEP17,RRPEEP18,RRPEEP19,RRPEEP20,RRPEEP21,RRPEEP22,RRPEEP23,RRPEEP24,RRPEEP25,RRPEEP26,RRPEEP27,RRPEEP28,DATETIME,LASTCHANGED,RRPEEP29,RRPEEP30,RRPEEP31,RRPEEP32,RRPEEP33,RRPEEP34,RRPEEP35,INTERVENTION_ACTIVE,RRPEEP36,RRPEEP37,RRPEEP38,RRPEEP39,RRPEEP40,RRPEEP41,RRPEEP42,RRPEEP43
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,7,0,449.96,449.96,449.96,449.96,449.96,449.96,449.96,600.82,449.96,738.35491,372.85406,753.45778,278.21363,882.64405,600.82,449.96,600.82,449.96,738.35491,449.96,0,0,0,0,600.82,449.96,680.65632,364.94457,2025/06/26 11:00:00,2025/06/26 07:34:14,449.96,449.96,449.96,449.96,449.96,449.96,449.96,0,600.82,449.96,600.82,449.96,600.82,449.96,745.37672,764.05795
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,8,0,449.96,449.96,449.96,449.96,449.96,449.96,449.96,449.96,449.96,600.82,326.22478,750.46192,286.54769,882.85855,449.96,449.96,449.96,449.96,600.82,326.22478,0,0,0,0,507.83929,359.21745,677.69663,323.67067,2025/06/26 11:30:00,2025/06/26 07:34:14,449.96,449.96,449.96,449.96,449.96,449.96,449.96,0,449.96,449.96,449.96,449.96,527.50249,449.96,740.07737,760.65324
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,9,0,375.08311,375.03539,375.08311,375.03539,328.758,374.80633,328.758,449.96,324.56517,449.96,301,742.41095,275.06092,874.85768,449.96,327.92808,449.96,324.56517,449.96,304.10049,0,0,0,0,449.96,321.09615,600.82,301,2025/06/26 12:00:00,2025/06/26 07:34:14,375.03539,375.03539,375.03539,375.03539,375.03539,375.03539,375.08311,0,449.96,343.52145,449.96,331.20363,449.96,331.04919,600.82,741.48402
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,10,0,449.96,449.96,449.96,449.96,374.33593,449.96,374.33593,449.96,354.01,449.96,326.26824,739.72963,293.87696,871.58846,449.96,367.0514,449.96,354.01,449.96,327.09816,0,0,0,0,449.96,349.01,600.82,323.67067,2025/06/26 12:30:00,2025/06/26 07:34:14,449.96,449.96,449.96,449.96,449.96,449.96,449.96,0,449.96,362.82892,449.96,354.71,449.96,354.71,600.82,739.72963
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,11,0,449,449,449,449,362.83634,449,362.83634,449.96,349.01,449.96,349.01,734.80256,287.05629,758.35584,449.96,349.01,449.96,349.01,449.96,349.01,0,0,0,0,449.96,349.01,454.98,327.09816,2025/06/26 13:00:00,2025/06/26 07:34:14,449,449,449,449,449,449,449,0,449.96,351.03,449.96,351.03,449.96,351.03,454.98,733.83684
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,12,0,449,449,449,449,449,449,449,449,380.05084,449.96,349.01,736.57028,289.62518,778.65598,449,449,449,389.00305,449.96,349.01,0,0,0,0,449.96,349.01,449.96,349.01,2025/06/26 13:30:00,2025/06/26 07:34:14,449,449,449,449,449,449,449,0,449,449,449,380.07018,449.96,379.15132,463.6873,736.57028
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,13,0,449,449,449,449,449,449,449,449.96,449,449.96,326.24651,736.32415,266.96,841.28242,449.96,449,449.96,449,449.96,326.24651,0,0,0,0,449.96,384.63768,449.96,307.85232,2025/06/26 14:00:00,2025/06/26 07:34:14,449,449,449,449,449,449,449,0,449.96,449,449.96,449,449.96,449,600.82,736.32415
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,14,0,341.90672,341.90672,341.90672,341.90672,327.09816,325.2866,327.09816,375.03555,323.58441,449.96,289.88957,730.9078,188.78535,794.72109,372.13171,327.09816,368.9656,323.58441,449.96,266.96,0,0,0,0,449.96,297.87932,449.96,266.96,2025/06/26 14:30:00,2025/06/26 07:34:14,341.90672,341.90672,341.90672,341.90672,341.90672,341.90672,341.90672,0,369.40566,330.42806,375.03555,330.23,449.96,295.2925,449.96,730.9078
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,15,0,675.07408,675.06385,675.07408,675.06385,600.82,676.13386,600.82,733.26772,600.82,738.82426,331.35262,835.08981,295.02707,996.84834,730.99186,600.82,733.26772,600.82,738.82426,395.50102,0,0,0,0,735.55664,489.11108,742.52949,327.90954,2025/06/26 15:00:00,2025/06/26 07:34:14,675.07408,675.07408,675.07408,675.07408,675.07408,675.07408,684.92373,0,676.65169,600.82,658.81438,600.82,658.81438,600.82,736.52257,835.08981
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,16,0,735.7498,790.94317,735.7498,807.39953,675.65027,821.39288,389.73195,799.50884,680.45068,830.58694,600.82,900.60249,325.30828,1035.58924,793.25042,733.45978,799.50884,680.45068,830.58694,600.82,0,0,0,0,745.06951,658.7468,752.1823,524.93872,2025/06/26 15:30:00,2025/06/26 07:34:14,735.7498,755.22004,735.7498,755.22004,710.01998,755.22004,699.23844,0,755.22004,755.22004,755.22004,755.22004,755.22004,755.22004,820.70903,900.3724
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,17,0,726.06937,745.07129,724.51445,746.60062,677.15746,823.20319,580.39279,750.63083,720.28676,864.15163,702.01599,982.80875,385.2052,1573.03683,747.06874,741.91336,750.63083,720.28676,864.15163,702.62791,0,0,0,0,853.50712,736.80913,876.22806,729.82323,2025/06/26 16:00:00,2025/06/26 07:34:14,727.58552,743.89049,727.58552,743.89049,710.31084,806.64092,663.28426,0,744.28739,744.28739,744.28739,744.28739,744.28739,744.28739,753.80366,898.66273
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,18,0,691.16,793.62024,691.16,866.86607,983.96,878.65845,1112.11,831.15671,664.4227,983.96,595.05238,1078.58042,344.00115,3898,762.57385,756.6951,802.37744,664.4227,983.95278,595.05238,0,0,0,0,982.3856,673.20183,1032.35735,664.4227,2025/06/26 16:30:00,2025/06/26 07:34:14,759.64534,759.64534,759.64534,759.64534,759.64534,762.57385,756.6951,0,759.64534,759.64534,759.64534,759.64534,759.64534,759.64534,983.96,983.96
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,19,0,3700.12,1462.38761,3709.12,1162.89063,3949.17044,1110.11,17499.89,3700.12,1145.68214,3857.57589,1112.11,3996.06569,979.63435,17500,3700.12,1451.53552,3700.12,1145.68214,3709.12,1110.11,0,0,0,0,3887.78803,1110.11,11332.84557,902.45685,2025/06/26 17:00:00,2025/06/26 07:34:14,1519.58452,1519.58452,1519.58452,1519.58452,1521.0937,1519.58452,3709.12,0,1519.58452,1519.58452,1519.58452,1519.58452,1532.44833,1519.58452,3709.12,3898
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,20,0,12020,10698.60574,15100,10068.92273,17499.89,3928.05,17499.91,12020,10741.71771,15100,10028.80922,17499.89,3770,17499.91,11582.65,10960.908,12020,10960.908,15100,10960.908,0,0,0,0,16400,3976.04,17499.91,3700.12,2025/06/26 17:30:00,2025/06/26 07:34:14,11004.63737,11004.63737,11049.32385,11004.63737,14000,11004.63737,17499.89,0,11004.63737,11049.32385,11004.63737,11049.32385,11249.68,11004.63737,15100,17238.55643
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,21,0,17499.91,17499.91,17499.91,17499.91,17499.91,17499.89,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.89,17500,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,0,0,0,0,17499.91,17499.91,17500,16482.13142,2025/06/26 18:00:00,2025/06/26 07:34:14,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,0,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,22,0,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17500,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,0,0,0,0,17499.91,17499.91,17500,17097.43893,2025/06/26 18:30:00,2025/06/26 07:34:14,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,0,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,23,0,17499.91,17499.91,17499.91,17499.91,17499.91,17499.89,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.89,17500,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,0,0,0,0,17499.91,17499.91,17500,16993.90485,2025/06/26 19:00:00,2025/06/26 07:34:14,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,0,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,24,0,17499.91,17499.91,17499.91,17499.91,17499.91,17499.89,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17497.03,17500,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,0,0,0,0,17499.91,17499.91,17499.91,16160.03413,2025/06/26 19:30:00,2025/06/26 07:34:14,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,0,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,25,0,17499.91,17499.89,17499.91,17499.89,17499.91,12153.66131,17499.91,17499.91,17499.89,17499.91,17499.89,17499.91,11278.334,17499.91,17499.91,17499.89,17499.91,17499.89,17499.91,17499.89,0,0,0,0,17499.91,16301.66266,17499.91,9281.17859,2025/06/26 20:00:00,2025/06/26 07:34:14,17499.91,17499.89,17499.91,17499.89,17499.91,17499.89,17499.91,0,17499.89,17499.89,17499.91,17499.89,17499.91,17499.89,17499.91,17499.91
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,26,0,17499.91,17499.89,17499.91,17222.82565,17499.91,9892.12772,17499.91,17499.91,17499.89,17499.91,16892.0095,17499.91,9892.12772,17499.91,17499.89,17499.89,17499.89,17499.89,17499.89,16892.0095,0,0,0,0,17499.91,15920.20442,17499.91,3920,2025/06/26 20:30:00,2025/06/26 07:34:14,17499.91,17499.89,17499.91,17499.89,17499.91,17499.89,17499.91,0,17499.89,17499.89,17499.89,17499.89,17499.89,17499.89,17499.91,17499.91
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,27,0,17499.89,17418.26538,17499.91,17086.44449,17499.91,16373.25146,17499.91,17499.89,17418.26538,17499.91,17082.77563,17499.91,15411.21609,17500,17499.89,17499.89,17499.89,17499.89,17499.89,17499.89,0,0,0,0,17499.91,16363.22413,17499.91,1153.10889,2025/06/26 21:00:00,2025/06/26 07:34:14,17499.89,17499.43,17499.89,17499.43,17499.91,17498.63,17499.91,0,17499.89,17499.89,17499.89,17499.89,17499.89,17499.89,17499.91,17499.89
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,28,0,11891.1361,3723.38162,16830.85274,1306.07003,17499.91,921.40646,17499.91,12069.3501,3723.38162,17088.44043,1306.07003,17499.91,669.80626,17500,3803.39511,3803.39511,12069.3501,3803.39511,16886.82414,1305.86997,0,0,0,0,17499.91,729.04249,17499.91,595.52761,2025/06/26 21:30:00,2025/06/26 07:34:14,11891.1361,3716.26104,16652.03341,3716.26104,17499.91,3716.26104,17499.91,0,3803.39511,3803.39511,3803.39511,3803.39511,3803.9305,3803.39511,17088.44043,17150.45076
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,29,0,692.05081,600.82,705.36806,588.59476,1049.53281,400.31943,17499.91,702.44816,600.82,939.82765,571.29916,1196.54921,416.50419,17499.98,688.48357,600.82,702.44816,600.82,916.11718,571.29916,0,0,0,0,989.27464,472.57842,16334.74975,342.79549,2025/06/26 22:00:00,2025/06/26 07:34:14,679.07622,588.59476,679.0891,588.59476,1053.65123,588.59476,16225.20375,0,660.45133,600.82,661.04781,600.82,669.43868,600.82,726.68883,1310.75003
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,30,0,449.96,414.70422,535.11397,366.99746,603.72553,341.04782,1008.43899,449.96,411.04036,551.55811,368.41909,674.22326,316.2339,1168.64953,449.96,449.96,449.96,411.04036,456.93,380.94312,0,0,0,0,600.82006,333.45276,983.96,325.98851,2025/06/26 22:30:00,2025/06/26 07:34:14,449.96,382.27752,535.11397,365.55423,577.10525,341.04782,992.43224,0,449.96,449.96,449.96,449.96,449.96,449.96,551.55811,678.4592
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,31,0,326.75032,326.75032,326.75032,326.75032,366.03019,311.63611,508.42893,329.52206,321.9026,334.22786,316.97849,379.07039,302.22556,600.22014,329.22847,324.28636,330.35181,321.83649,334.22786,316.97849,0,0,0,0,361.79474,319.40057,536.36912,266.96,2025/06/26 23:00:00,2025/06/26 07:34:14,326.75032,326.75032,326.75032,326.75032,366.03019,311.63611,508.42893,0,326.75032,326.75032,326.75032,324.28636,326.75032,321.83649,336.74935,353.81183
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,32,0,330.22285,314.9421,330.22285,306.06924,330.22285,269.19055,425.81923,335.23381,310.22622,340.30327,296.95564,353.23964,262.83556,449.96,332.16653,312.57736,335.23381,310.22622,340.30327,298.74228,0,0,0,0,335.23381,271.26768,362.93277,227.83206,2025/06/26 23:30:00,2025/06/26 07:34:14,330.22285,314.9421,330.22285,306.06924,330.22285,279.2479,371.47563,0,327.12672,312.57736,327.26308,310.22622,332.16653,307.88857,342.86025,348.01939
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,33,0,285.40273,266.96,299.23634,266.96,325.29319,241.96,325.29319,285.40273,266.96,308.40311,266.96,351.4226,241.96,449.96,279.9813,270.96742,279.9813,266.96,308.40311,259.23645,0,0,0,0,329.69651,241.96,340.32792,219.81322,2025/06/27 00:00:00,2025/06/26 07:34:14,285.40273,266.96,299.23634,266.96,325.29319,266.96,325.29319,0,283.21774,270.96742,285.40273,269.24331,306.09152,266.96,322.14246,344.88141
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,34,0,266.96,265.54676,282.00165,241.96,295.22,228.91734,318.40465,266.96,261.5648,282.00165,241.96,315.84436,212.28746,449.96,266.96,263.55005,266.96,261.5648,270.43256,241.96,0,0,0,0,296.96,223.827,333.19702,198.43527,2025/06/27 00:30:00,2025/06/26 07:34:14,266.96,265.54676,280.92351,253.66335,295.22,241.96,318.40465,0,266.96,263.55005,266.96,261.5648,269.57495,259.59092,296.45724,318.21297
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,35,0,266.96,241.96,266.96,229.21,296.96,232.12,321.07222,266.96,241.96,273.84979,229.21,317.74657,215.15724,449.96,266.96,241.96,266.96,241.96,271.80507,229.21,0,0,0,0,296.96,225.11449,338.48979,182.29282,2025/06/27 01:00:00,2025/06/26 07:34:14,266.96,241.96,266.96,229.21,296.96,229.21,321.07222,0,266.96,241.96,266.96,232.12,273.84979,232.12,281.12259,317.73604
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,36,0,225.38003,220.4554,229.21,202.84316,263.39251,197.2835,296.96,228.78191,217.97839,230.49783,196.82546,283.10765,176.40823,492.54726,227.076,223.1347,228.78191,217.97839,232.12,196.82546,0,0,0,0,266.96,180.29501,304.0249,168.06861,2025/06/27 01:30:00,2025/06/26 07:34:14,225.38003,224.81661,229.21,202.84316,263.39251,202.84316,296.96,0,227.076,223.1347,229.21,221.46252,230.49783,214.1548,241.96,266.96
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,37,0,232.12,241.96,232.12,241.96,266.97094,241.96,296.96,266.96,229.21,285.20837,222.14694,326.60138,172.56961,634.73855,241.96,232.12,266.96,229.21,273.46824,222.14694,0,0,0,0,273.05584,229.21,296.96,175.37493,2025/06/27 02:00:00,2025/06/26 07:34:14,232.12,241.96,232.12,241.96,266.97094,241.96,296.96,0,241.96,232.12,266.96,229.21,266.96,228.70001,295.22,326.60138
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,38,0,241.96,241.96,241.96,241.96,266.96,241.96,296.96,266.96,232.12,295.22,229.21,369.39525,157.03458,650.92482,266.96,241.96,266.96,232.12,295.22,229.21,0,0,0,0,266.96,232.12,295.22,210.24738,2025/06/27 02:30:00,2025/06/26 07:34:14,241.96,241.96,241.96,241.96,266.96,241.96,295.22,0,266.96,241.96,266.96,232.12,285.55706,229.21,266.96,333.02512
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,39,0,284.8482,284.8482,284.8482,284.8482,281.58731,284.8482,304.30507,296.96,266.96,365.63595,241.96,451.11,156.05446,862.0811,295.22,266.96,296.96,266.96,351.87655,241.96,0,0,0,0,296.96,246.13731,435.23755,216.78242,2025/06/27 03:00:00,2025/06/26 07:34:14,284.8482,284.8482,284.8482,284.8482,281.58731,284.8482,304.30507,0,295.22,266.96,285.94621,266.96,295.22,241.96,295.22,451.11
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,40,0,241.96,241.96,241.96,241.96,226.86484,241.96,271.24005,266.96,204.46365,282.99007,163.78536,449.96,131.74891,865.57545,241.96,240.65788,266.96,204.46365,271.36839,170.85969,0,0,0,0,266.96,207.27635,353.62115,159.23654,2025/06/27 03:30:00,2025/06/26 07:34:14,241.96,241.96,241.96,241.96,241.96,241.96,266.96,0,241.96,240.65788,241.96,204.46365,241.96,202.78284,241.96,449.96
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062608,1,VIC1,41,0,227.85098,239.09215,226.18479,241.13439,223.15618,241.96,262.09261,241.96,191.99099,261.06804,155.79668,311.94,126.7734,641.21929,241.96,202.09048,241.96,191.99099,250.36246,162.48702,0,0,0,0,255.16495,163.71165,260.08837,138.03854,2025/06/27 04:00:00,2025/06/26 07:34:14,229.47501,239.0903,229.47501,239.0903,222.84378,241.96,260.77531,0,239.0903,202.09048,239.0903,191.99099,240.4003,162.70718,240.4003,311.93
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062609,1,VIC1,1,0,975.18996,983.96,921.93428,983.96,1006.36034,983.96,1112.11,983.96,918.30892,983.96,380.57012,1100.99896,330.41783,10690.38217,983.96,971.09011,983.96,936.63091,983.96,397.45936,0,0,0,0,983.96,635.64369,1046.00074,626.09354,2025/06/26 08:30:00,2025/06/26 08:03:46,975.18996,975.18996,975.18996,975.18996,975.18996,975.18996,975.18996,0,983.96,971.09011,983.96,921.93428,983.96,565.25375,1022.38024,983.96
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062609,1,VIC1,2,0,562.06659,667.15359,492.5092,667.15359,430.66681,709.35753,393.47561,670.87543,487.61557,718.83274,418.33471,983.96,326.26824,3700.12,668.49562,654.70849,670.87543,487.61557,718.83274,418.33471,0,0,0,0,667.15359,658.81438,829.81606,485.21657,2025/06/26 09:00:00,2025/06/26 08:03:46,662.17641,663.83547,662.17641,665.49453,660.49534,665.49453,618.91086,0,665.33998,642.54518,670.87543,487.61557,703.45621,420.773,723.65389,932.73191
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062609,1,VIC1,3,0,444.47144,455.74517,386.13527,459.98569,339.29066,472.79622,327.09816,460.51839,384.55997,663.83009,327.92808,718.91395,287.53763,1004.15086,446.29858,442.65471,460.51839,392.20736,663.81335,327.92808,0,0,0,0,623.95899,384.52961,631.09041,308.1131,2025/06/26 09:30:00,2025/06/26 08:03:46,444.47144,444.47144,444.47144,444.47144,444.47144,444.47144,444.47144,0,446.29858,442.65471,460.51839,384.55997,642.16067,380.03767,668.57604,760.42254
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062609,1,VIC1,4,0,322.75499,322.75499,322.75499,322.75499,322.7765,321.92557,321.09615,366.92783,289.46478,449,266.96,748.22994,219.12078,882.4696,326.22478,321.92557,359.92904,296.19538,482.75341,266.96,0,0,0,0,378.56484,285.29739,473.85548,250.89,2025/06/26 10:00:00,2025/06/26 08:03:46,322.75499,322.75499,322.75499,322.75499,322.75499,322.75499,322.75499,0,322.90555,325.24325,366.92783,289.46478,382.98666,284.75339,505.59359,748.22994
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062609,1,VIC1,5,0,449.96,449.96,449.96,449.96,449.96,449.96,449,508.88233,449.96,600.82,333.24954,750.267,266.96,882.58831,449.96,449.96,508.88233,449.96,600.82,333.24954,0,0,0,0,600.82,378.15813,678.4557,322.75499,2025/06/26 10:30:00,2025/06/26 08:03:46,449.96,449.96,449.96,449.96,449.96,449.96,449.96,0,449.96,449.96,508.88233,449.96,600.82,449.96,733.02917,750.52792
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062609,1,VIC1,6,0,449.96,449.96,449.96,449.96,449.96,449.96,449.96,600.75,449.96,683.83688,449.96,750.24472,275.50508,881.76073,449.96,449.96,600.75,449.96,683.83688,449.96,0,0,0,0,600.82,449.96,680.79198,331.23481,2025/06/26 11:00:00,2025/06/26 08:03:46,449.96,449.96,449.96,449.96,449.96,449.96,449.96,0,449.96,449.96,600.67,449.96,600.82,449.96,735.82658,751.33829
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062609,1,VIC1,7,0,449.96,449.96,449.96,449.96,449.96,449.96,449,449.96,449,452.53136,449,745.83482,301,878.97657,449.96,449.96,449.96,449,449.96,449,0,0,0,0,449.96,449,600.82,354.03,2025/06/26 11:30:00,2025/06/26 08:03:46,449.96,449.96,449.96,449.96,449.96,449.96,449.96,0,449.96,449.96,449.96,449.96,449.96,449.96,600.82,744.90955
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062609,1,VIC1,8,0,449,449,449,449,449,449,370.82492,449,359.42584,449.96,349.01,600.82,301,764.16206,449,449,449,366.41168,449.96,349.01,0,0,0,0,449.96,350.63,449.96,327.07638,2025/06/26 12:00:00,2025/06/26 08:03:46,449,449,449,449,449,449,449,0,449,373.15395,449,373.15395,449.96,373.15395,449.96,600.82
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062609,1,VIC1,9,0,354.08,354.01,354.08,351.03,354.08,351.03,350.63,449.96,350.63,449.96,329.60837,734.29854,292.41916,761.27683,371.92677,354.08,449.96,350.63,449.96,349.01,0,0,0,0,449.96,349.01,449.96,322.7765,2025/06/26 12:30:00,2025/06/26 08:03:46,354.01,354.01,354.01,354.01,354.01,354.01,354.08,0,376.24282,354.08,449.96,354.71,449.96,354.71,449.96,734.29854
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062609,1,VIC1,10,0,324.43545,324.43545,324.43545,324.43545,324.43545,324.43545,301,362.52672,301,449.96,298.65044,600.82,266.96,756.05403,328.21447,323.58441,355.63798,304.46399,449.96,301,0,0,0,0,449,301,449.96,298.18813,2025/06/26 13:00:00,2025/06/26 08:03:46,324.43545,324.43545,324.43545,324.43545,324.43545,324.43545,324.43545,0,324.60841,327.18848,362.52672,307.08608,449,301,449.96,600.82
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062609,1,VIC1,11,0,325.32995,325.32995,325.32995,325.32995,325.32995,325.32995,322.75499,449,322.7765,449.96,296.30228,600.82,189.7812,757.90751,361.62673,325.32995,449,322.7765,449.96,307.12021,0,0,0,0,449.96,307.70972,449.96,289.05364,2025/06/26 13:30:00,2025/06/26 08:03:46,325.32995,325.32995,325.32995,325.32995,325.32995,325.32995,325.32995,0,365.8307,328.64852,449,329.43276,449.96,307.12021,449.96,600.82
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062609,1,VIC1,12,0,449,449,449,449,449,449,449,449.96,449,449.96,324.50031,734.18567,220.96971,797.16841,449,449,449.96,449,449.96,324.50031,0,0,0,0,449.96,369.18889,449.96,306.84504,2025/06/26 14:00:00,2025/06/26 08:03:46,449,449,449,449,449,449,449,0,449,449,449.96,449,449.96,449,449.96,734.18567
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062609,1,VIC1,13,0,326.26824,326.26824,326.26824,326.26824,326.26824,326.26824,321.87312,345.61971,322.75499,449,288.63752,600.82,189.28327,750.66789,328.758,325.2866,338.97439,323.58441,379.28388,288.63752,0,0,0,0,373.46156,308.08952,449.96,266.96,2025/06/26 14:30:00,2025/06/26 08:03:46,326.26824,326.26824,326.26824,326.26824,326.26824,326.26824,326.26824,0,326.26824,328.60472,345.61971,329.41081,361.90755,293.02551,449.96,600.82
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062609,1,VIC1,14,0,600.82,600.82,600.82,600.82,600.82,600.82,376.89792,731.21555,486.62933,735.7829,378.3709,831.57249,209.08246,956.15538,682.40828,600.82,731.21555,486.62933,738.08629,407.62685,0,0,0,0,720.24804,488.86408,732.90731,326.11613,2025/06/26 15:00:00,2025/06/26 08:03:46,600.82,600.82,600.82,600.82,600.82,600.82,600.82,0,660.50494,600.82,660.5658,600.82,660.73922,600.82,733.49269,831.97169
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062609,1,VIC1,15,0,704.07459,736.0193,704.07459,755.48871,675.07408,819.34743,338.12858,740.64195,677.14644,804.40997,600.82,900.64463,325.30828,1026.36163,738.32397,720.45744,740.64195,677.14644,804.40997,600.82,0,0,0,0,745.31827,658.77255,752.43545,520.24612,2025/06/26 15:30:00,2025/06/26 08:03:46,722.78063,736.0193,722.78063,736.0193,704.07459,736.0193,693.08747,0,736.0193,736.0193,736.0193,736.0193,736.0193,736.0193,796.7817,900.04955
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062609,1,VIC1,16,0,744.55665,747.29834,720.42204,747.29834,673.41781,823.70883,580.94306,754.50552,721.07402,867.22027,678.4111,983.96,326.18132,1298.47003,749.31195,742.18108,754.50552,721.07402,867.22027,678.4111,0,0,0,0,856.74683,738.25597,876.26541,729.68233,2025/06/26 16:00:00,2025/06/26 08:03:46,727.85681,745.72745,727.35573,746.16442,714.06254,832.80992,662.76631,0,745.72745,745.72745,745.72745,745.72745,745.72745,745.72745,753.70018,897.77822
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062609,1,VIC1,17,0,710.17,691.16,983.96,756.41806,1030.44393,878.45495,1320.15866,983.96,691.16,983.96,690.78104,1078.50843,376.45672,3898,691.16,691.16,964.3107,691.16,976.3682,691.16,0,0,0,0,1018.33187,599.89433,1112.11,399.18609,2025/06/26 16:30:00,2025/06/26 08:03:46,691.16,691.16,691.16,691.16,691.16,691.16,691.16,0,691.16,691.16,691.16,691.16,691.16,691.16,983.96,983.96
