I,PDREGION,Unnamed: 2,5,PREDISPATCHSEQNO,RUNNO,REGIONID,PERIODID,RRP,EEP,TOTALDEMAND,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE60SECRRP,RAISE5MINRRP,RAISEREGRRP,LOWER6SECRRP,LOWER60SECRRP,LOWER5MINRRP,LOWERREGRRP,RAISE6SECACTUALAVAILABILITY,RAISE60SECACTUALAVAILABILITY,RAISE5MINACTUALAVAILABILITY,RAISEREGACTUALAVAILABILITY,LOWER6SECACTUALAVAILABILITY,LOWER60SECACTUALAVAILABILITY,LOWER5MINACTUALAVAILABILITY,LOWERREGACTUALAVAILABILITY,DECAVAILABILITY,LORSURPLUS,LRCSURPLUS,INTERVENTION,LOWER1SECLOCALDISPATCH,RAISE1SECLOCALDISPATCH,RAISE1SECACTUALAVAILABILITY,LOWER1SECACTUALAVAILABILITY,SS_SOLAR_AVAILABILITY,SS_WIND_AVAILABILITY,RAISE1SECRRP,LOWER1SECRRP
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/26 12:00:00,449.96,0,6541.38,5884.02,5,-662.36,0,,,42,,,,,,,,116.0,,,,,,,,83.0,,,,,,,,129.21,,,,,,,,154.59,,,,,,,,135.0,,,,,,9358.192,513.0,6630.98892,6559.94,,16.0,,,,35.0,,,,,,,,,,,,,,,,,,,0.25,0.1,0.1,11.05,0.38,0.38,0.1,0.1,896.0,961.0,913.0,767.0,652.0,694.0,699.0,592.0,8925.3078,,,0.0,0.0,16.0,377.0,355.0,586.498,90.694,0.38,0.0
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/26 12:30:00,449.96,0,6472.66,5860.15,5,-617.51,0,,,42,,,,,,,,36.0,,,,,,,,30.0,,,,,,,,118.63,,,,,,,,190.0,,,,,,,,147.0,,,,,,9470.91,512.0,6559.93603,6489.75,,31.0,,,,35.0,,,,,,,,,,,,,,,,,,,0.23,0.1,0.1,11.05,0.38,0.38,0.38,0.38,898.0,1026.0,990.0,832.0,651.0,693.0,698.0,670.0,8917.62086,,,0.0,0.0,16.0,377.0,354.0,569.325,89.585,0.38,0.0
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/26 13:00:00,449,0,6352.08,5769.13,66.7,-649.64,0,,,39,,,,,,,,33.0,,,,,,,,27.0,,,,,,,,109.29,,,,,,,,155.17,,,,,,,,152.0,,,,,,9455.132,510.0,6489.74936,6431.21,,26.0,,,,35.0,,,,,,,,,,,,,,,,,,,0.23,0.1,0.1,11.05,0.38,0.38,0.38,0.72,897.0,1025.0,989.0,892.69714,636.30286,678.30286,683.30286,609.30286,8901.84286,,,0.0,0.0,16.0,377.0,343.30286,550.568,90.564,0.38,0.0
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/26 13:30:00,449,0,6292.9,5724.38,82.56,-651.09,0,,,74.34,,,,,,,,98.0,,,,,,,,65.0,,,,,,,,108.59,,,,,,,,158.3,,,,,,,,152.0,,,,,,9415.377,447.0,6431.2144,6387.7,,55.0,,,,35.0,,,,,,,,,,,,,,,,,,,0.23,0.1,0.1,11.05,0.38,0.38,0.1,0.1,897.0,1025.0,989.0,908.56454,589.43546,631.43546,636.43546,529.43546,8871.56754,,,0.0,0.0,16.0,377.0,292.43546,524.748,76.629,0.38,0.0
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/26 14:00:00,449,0,6286.97,5680.66,48.66,-654.97,0,,,16,,,,,,,,14.0,,,,,,,,29.0,,,,,,,,132.82,,,,,,,,171.21,,,,,,,,155.21,,,,,,9366.659,410.0,6387.69645,6347.59,,4.0,,,,35.0,,,,,,,,,,,,,,,,,,,0.23,0.1,0.1,11.05,0.38,0.38,0.38,0.38,896.0,1024.0,988.0,864.66103,649.0,691.0,665.0,626.33897,8894.5204,,,0.0,0.0,16.0,377.0,352.0,487.205,66.454,0.37,0.0
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/26 14:30:00,349.06315,0,6344.57,5650.53,9,-703.05,0,,,39,,,,,,,,33.0,,,,,,,,27.0,,,,,,,,86.78,,,,,,,,164.21,,,,,,,,147.0,,,,,,9323.526,189.0,6347.59316,6364.6,,11.0,,,,30.0,,,,,,,,,,,,,,,,,,,0.23,0.1,0.1,11.68,0.38,0.38,0.1,0.1,895.0,1023.0,987.0,833.0,609.0,618.0,617.0,567.0,8912.00018,,,0.0,0.0,16.0,377.0,354.0,443.554,59.972,0.37,0.0
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/26 15:00:00,731.68198,0,6540.95,5664.78,0,-876.17,0,,,44,,,,,,,,46.0,,,,,,,,32.0,,,,,,,,142.48,,,,,,,,181.27,,,,,,,,155.0,,,,,,9276.778,58.0,6364.59986,6555.74,,49.0,,,,30.0,,,,,,,,,,,,,,,,,,,0.38,0.1,0.1,11.05,0.38,0.38,0.38,3.75,894.0,927.0,891.0,591.0,569.0,706.0,613.0,560.0,8891.7827,,,0.0,0.0,16.0,377.0,304.0,401.497,55.281,0.38,0.0
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/26 15:30:00,795.39721,0,6804.08,5820.49,0,-983.59,0,,,72.95,,,,,,,,58.0,,,,,,,,54.0,,,,,,,,149.9,,,,,,,,191.51,,,,,,,,150.0,,,,,,9392.494,64.0,6555.73978,6824.29,,26.0,,,,30.0,,,,,,,,,,,,,,,,,,,0.38,0.1,0.1,15.9,0.39,0.45,0.39,3.6,894.0,927.0,891.0,821.0,613.0,714.0,617.0,537.04775,9011.9987,,,0.0,0.0,16.0,377.0,354.0,370.735,50.759,0.38,0.0
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/26 16:00:00,747.24774,0,7047.86,5854.45,0,-1193.41,0,,,46,,,,,,,,48.0,,,,,,,,34.0,,,,,,,,152.26,,,,,,,,213.52,,,,,,,,156.0,,,,,,9422.453,57.0,6824.28785,7078.55,,14.0,,,,30.0,,,,,,,,,,,,,,,,,,,0.38,0.1,0.1,12.0,0.38,0.38,0.38,2.0,898.0,931.0,895.0,819.0,577.0,707.0,615.0,557.0,8941.9577,,,0.0,0.0,16.0,377.0,354.0,298.201,47.252,0.38,0.0
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/26 16:30:00,762.82764,0,7369.4,5981.26,0,-1388.13,0,,,45,,,,,,,,47.0,,,,,,,,33.0,,,,,,,,183.63,,,,,,,,272.0,,,,,,,,147.0,,,,,,9203.133,4.0,7078.54977,7406.31,,14.0,,,,50.0,,,,,,,,,,,,,,,,,,,0.38,0.15,0.1,44.21,0.38,0.38,0.38,3.49,900.0,922.87094,897.0,601.87094,540.0,702.0,582.0,785.12906,8822.6377,,,0.0,0.0,16.0,377.0,304.0,172.895,48.238,0.38,0.0
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/26 17:00:00,1507.14833,0,7683.97,6369.4,0,-1314.58,0,,,45,,,,,,,,47.0,,,,,,,,33.0,,,,,,,,186.48,,,,,,,,207.61,,,,,,,,170.0,,,,,,9128.395,140.0,7406.31023,7718.81,,24.0,,,,21.0,,,,,,,,,,,,,,,,,,,1.84,0.36,0.1,44.99,0.38,0.38,0.38,3.62,798.9999,803.9999,805.9999,289.0,540.0,702.0,582.0,1169.0,8675.8997,,,0.0,0.0,16.0,323.9999,304.0,37.818,49.577,0.37,0.0
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/26 17:30:00,16400,0,7989.57,6651.08,0,-1334.5,0,,,56,,,,,,,,47.0,,,,,,,,29.0,,,,,,,,232.0,,,,,,,,238.0,,,,,,,,128.0,,,,,,9096.055,289.0,7718.81015,8018.82,,4.0,,,,22.0,,,,,,,,,,,,,,,,,,,99.85,0.38,0.37,44.9,0.04,0.38,0.38,2.0,562.0,567.0,569.0,128.97913,600.0,722.0,596.0,1447.0,8587.79166,,,0.0,0.0,3.0,87.0,365.0,1.546,51.509,0.38,0.0
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/26 18:00:00,17499.89,0,8210.4,6954.54,0,-1251.87,0,,,50,,,,,,,,65.16,,,,,,,,20.0,,,,,,,,246.0,,,,,,,,243.0,,,,,,,,143.0,,,,,,9101.624,426.0,8018.81592,8234.65,,64.0,,,,25.23,,,,,,,,,,,,,,,,,,,1176.37,1.84,0.39,1198.89,0.04,0.38,0.37,3.99,575.0,580.0,582.0,95.22525,633.0,736.0,602.0,1455.84458,8468.86686,,,0.0,0.0,14.0,100.0,365.0,0.0,53.624,0.37,0.0
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/26 18:30:00,17499.89,0,8227.38,7207.77,0,-1015.62,0,,,65,,,,,,,,72.0,,,,,,,,21.0,,,,,,,,168.0,,,,,,,,179.0,,,,,,,,64.0,,,,,,9011.161,514.0,8234.65402,8245.79,,77.0,,,,19.0,,,,,,,,,,,,,,,,,,,1288.01,102.73,0.4,500.0,0.0,0.38,0.38,2.26,496.0,500.0,502.0,19.0,633.0,796.0,676.0,1667.0,8478.40386,,,0.0,0.0,9.57,41.0,365.0,0.0,57.161,0.3,0.0
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/26 19:00:00,17499.91,0,8155.33,7231.24,0,-920.08,0,,,98.6,,,,,,,,140.0,,,,,,,,31.0,,,,,,,,166.0,,,,,,,,186.0,,,,,,,,104.0,,,,,,9021.796,514.0,8245.7945,8169.7,,43.0,,,,15.0,,,,,,,,,,,,,,,,,,,3550.78319,399.0,0.39,126.0,0.04,0.38,0.1,3.62,532.0,536.0,538.0,15.0,633.0,796.0,676.0,1614.0,8419.51524,,,0.0,0.0,12.0,48.0,365.0,0.0,60.796,0.37,0.0
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/26 19:30:00,17407.2069,0,8002.8,6845.12,0,-1153.68,0,,,45,,,,,,,,47.0,,,,,,,,18.0,,,,,,,,164.0,,,,,,,,176.0,,,,,,,,61.0,,,,,,8944.119,514.0,8169.69956,8023.88,,57.0,,,,10.0,,,,,,,,,,,,,,,,,,,1067.0,399.0,0.39,279.0,0.04,0.38,0.38,1.0,493.0,497.0,499.0,19.0,553.0,715.0,595.0,1487.0,8266.6891,,,0.0,0.0,14.0,38.0,315.0,0.0,46.119,0.37,0.0
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/26 20:00:00,15560.87681,0,7833.39,6777.23,0,-1052.16,0,,,48.38,,,,,,,,91.26,,,,,,,,20.0,,,,,,,,172.0,,,,,,,,195.0,,,,,,,,141.0,,,,,,8922.234,514.0,8023.87642,7850.77,,57.0,,,,10.0,,,,,,,,,,,,,,,,,,,497.99,97.99,0.39,64.0,0.04,0.1,0.1,1.0,573.0,516.0,505.0,10.0,633.0,796.0,676.0,1560.74297,8245.38214,,,0.0,0.0,1.0,98.0,365.0,0.0,35.234,0.17,0.0
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/26 20:30:00,15749.5531,0,7655.93,6703.43,0,-948.5,0,,,79,,,,,,,,80.12,,,,,,,,24.31,,,,,,,,169.0,,,,,,,,185.0,,,,,,,,97.0,,,,,,8901.431,752.0,7850.77148,7671.57,,86.0,,,,10.0,,,,,,,,,,,,,,,,,,,888.0,99.9,0.39,99.99,0.0,0.03,0.0,1.2,542.0,506.0,502.0,19.0,669.0,832.0,712.0,1589.0,8224.506,,,0.0,0.0,1.0,98.0,363.0,0.0,29.431,0.1,0.0
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/26 21:00:00,16455.22669,0,7456.86,6504.77,0,-948.09,0,,,71.23,,,,,,,,80.43,,,,,,,,23.62,,,,,,,,154.0,,,,,,,,163.0,,,,,,,,199.44,,,,,,8670.767,752.0,7671.57063,7479.99,,87.0,,,,54.56,,,,,,,,,,,,,,,,,,,497.99,497.99,0.69,127.0,0.0,0.03,0.1,2.0,631.43517,636.43517,638.43517,55.56483,671.0,834.0,714.0,1396.76958,8201.767,,,0.0,0.0,3.0,177.43517,365.0,0.0,25.767,0.38,0.0
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/26 21:30:00,1885.21003,0,7187.77,6056.96,0,-1130.81,0,,,74,,,,,,,,88.45,,,,,,,,31.64,,,,,,,,197.66,,,,,,,,206.66,,,,,,,,93.66,,,,,,8645.617,752.0,7479.98888,7227.95,,64.34,,,,40.0,,,,,,,,,,,,,,,,,,,888.0,99.9,0.88,99.99,0.0,0.03,0.01,2.0,793.66093,798.66093,800.66093,339.0,666.0,829.0,709.0,997.33907,8207.617,,,0.0,0.0,5.0,305.0,360.0,0.0,24.617,0.81,0.0
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/26 22:00:00,682.69636,0,6874.43,5827.77,4,-1050.66,0,,,69.51,,,,,,,,107.35,,,,,,,,29.54,,,,,,,,201.0,,,,,,,,223.0,,,,,,,,109.0,,,,,,8647.769,512.0,7227.9511,6913.14,,34.0,,,,28.0,,,,,,,,,,,,,,,,,,,493.6375,83.5763,0.88,60.0,0.0,0.1,0.1,2.0,646.0,652.0,642.0,236.0,500.0,662.0,543.0,850.64782,8209.769,,,0.0,0.0,19.0,143.0,194.0,0.0,23.769,7.2,0.0
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/26 22:30:00,449.96,0,6511.03,5666.26,0,-844.78,0,,,69.13,,,,,,,,91.57,,,,,,,,33.51,,,,,,,,183.13,,,,,,,,238.0,,,,,,,,110.0,,,,,,8655.555,512.0,6913.14274,6528.67,,52.0,,,,25.0,,,,,,,,,,,,,,,,,,,297.33161,25.0,0.67,39.01,0.0,0.1,0.1,2.0,647.0,747.0,738.0,233.0,498.0,565.0,541.0,851.42807,8216.555,,,0.0,0.0,27.0,145.0,194.0,0.0,27.555,0.93,0.0
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/26 23:00:00,326.4095,0,6219.56,5531.25,1,-689.31,0,,,78,,,,,,,,93.61,,,,,,,,41.22,,,,,,,,201.0,,,,,,,,238.0,,,,,,,,107.0,,,,,,8660.247,512.0,6528.66505,6239.35,,45.0,,,,25.0,,,,,,,,,,,,,,,,,,,181.32748,25.0,0.4,34.73,0.0,0.1,0.04,1.0,647.0,747.0,738.0,237.0,498.0,565.0,541.0,848.39054,8221.247,,,0.0,0.0,28.44,145.0,194.0,0.0,32.247,3.52,0.0
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/26 23:30:00,331.9451,0,6096.73,5249.51,7,-854.22,0,,,126.81,,,,,,,,145.0,,,,,,,,111.92,,,,,,,,185.0,,,,,,,,188.17,,,,,,,,75.3,,,,,,8666.514,512.0,6239.34716,6122.37,,47.0,,,,45.0,,,,,,,,,,,,,,,,,,,50.58,1.42,0.39,20.2,0.2,0.38,0.1,1.0,646.0,773.0,737.0,543.0,484.0,526.0,531.0,517.0,8227.514,,,0.0,0.0,19.0,145.0,194.0,0.0,38.514,3.52,0.0
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/27 00:00:00,274.8902,0,5923.02,5256.34,29,-695.68,0,,,127.83,,,,,,,,149.0,,,,,,,,123.0,,,,,,,,199.0,,,,,,,,193.04,,,,,,,,112.0,,,,,,8737.344,512.0,6122.36596,5972.81,,43.0,,,,49.0,,,,,,,,,,,,,,,,,,,25.0,0.98,0.39,11.05,0.38,0.38,0.1,1.0,727.0,837.0,757.0,554.0,489.0,530.0,535.0,491.0,8234.344,,,0.0,0.0,87.0,205.0,194.0,0.0,45.344,0.89,0.0
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/27 00:30:00,266.96,0,5684.73,5198.65,103,-589.09,0,,,128.91,,,,,,,,158.0,,,,,,,,136.0,,,,,,,,226.0,,,,,,,,277.0,,,,,,,,148.0,,,,,,8773.834,512.0,5972.80729,5809.07,,59.0,,,,44.0,,,,,,,,,,,,,,,,,,,1.85,0.38,0.38,10.98,0.38,0.38,0.1,1.0,727.0,905.0,767.0,599.0,478.0,519.0,524.0,444.0,8242.834,,,0.0,0.0,87.0,205.0,176.0,0.0,53.834,0.89,0.0
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/27 01:00:00,266.96,0,5493.83,5116.96,228,-604.88,0,,,70,,,,,,,,75.0,,,,,,,,69.0,,,,,,,,217.0,,,,,,,,276.0,,,,,,,,159.0,,,,,,8843.366,512.0,5809.06542,5746.15,,30.0,,,,128.0,,,,,,,,,,,,,,,,,,,0.39,0.38,0.38,10.0,0.38,0.38,0.38,1.0,728.0,906.0,818.0,795.0,394.0,435.0,440.0,412.0,8254.366,,,0.0,0.0,88.0,206.0,127.0,0.0,62.366,0.89,0.0
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/27 01:30:00,229.21,0,5333.07,4905.65,256.35,-683.77,0,,,73,,,,,,,,78.0,,,,,,,,72.0,,,,,,,,268.0,,,,,,,,280.0,,,,,,,,173.4,,,,,,8847.649,512.0,5746.14521,5616.04,,64.0,,,,113.0,,,,,,,,,,,,,,,,,,,4.28,0.38,0.36,16.34,0.38,0.38,0.38,1.0,728.0,857.0,818.0,779.0,355.0,396.0,401.0,405.0,8257.649,,,0.0,0.0,77.0,206.0,102.0,0.0,65.649,0.93,0.0
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/27 02:00:00,266.96,0,5178.87,5033.6,250,-395.27,0,,,131.36,,,,,,,,170.0,,,,,,,,137.0,,,,,,,,275.36,,,,,,,,290.0,,,,,,,,167.0,,,,,,8851.506,512.0,5616.03543,5446.07,,43.0,,,,46.0,,,,,,,,,,,,,,,,,,,4.1,0.38,0.15,16.16,0.38,0.38,0.1,1.0,728.0,907.0,819.0,717.0,403.0,445.0,450.0,371.0,8261.506,,,0.0,0.0,77.0,206.0,101.0,0.0,71.506,0.93,0.0
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/27 02:30:00,266.96,0,5074.57,5077.79,250,-246.78,0,,,148.97,,,,,,,,170.0,,,,,,,,137.0,,,,,,,,276.0,,,,,,,,277.0,,,,,,,,172.0,,,,,,8859.448,512.0,5446.07095,5350.95,,49.0,,,,29.0,,,,,,,,,,,,,,,,,,,0.39,0.38,0.15,10.98,0.38,0.38,0.1,2.0,727.0,906.0,818.0,729.0,403.0,445.0,450.0,371.0,8269.448,,,0.0,1.0,80.12,205.0,101.0,0.0,78.448,7.2,0.0
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/27 03:00:00,266.96,0,4984.6,5030.92,140,-93.68,0,,,176,,,,,,,,170.0,,,,,,,,137.0,,,,,,,,250.0,,,,,,,,209.37,,,,,,,,148.0,,,,,,8862.663,327.0,5350.94725,5157.37,,84.0,,,,35.0,,,,,,,,,,,,,,,,,,,0.39,0.1,0.15,10.0,0.39,0.45,0.38,3.76,727.0,906.0,818.0,758.0,388.0,430.0,435.0,356.0,8272.663,,,0.0,1.0,77.0,205.0,86.0,0.0,84.663,0.89,0.01
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/27 03:30:00,202.10728,0,4923.02,4931.89,0,8.87,0,,,156,,,,,,,,150.0,,,,,,,,117.0,,,,,,,,232.7,,,,,,,,210.3,,,,,,,,170.0,,,,,,8868.894,187.0,5157.37269,4953.23,,75.0,,,,30.0,,,,,,,,,,,,,,,,,,,0.39,0.1,0.1,10.98,0.39,0.45,0.38,2.0,617.0,746.0,708.0,404.0,374.0,416.0,421.0,376.0,8276.894,,,0.0,1.0,85.0,95.0,84.0,0.0,90.894,0.89,0.04
D,PDREGION,,5.0,2025/06/26 06:00:00,1,VIC1,2025/06/27 04:00:00,237.82877,0,4895.42,4946.84,52,-0.58,0,,,125,,,,,,,,130.0,,,,,,,,97.0,,,,,,,,232.75,,,,,,,,209.47,,,,,,,,148.0,,,,,,8879.838,187.0,4953.23416,4980.37,,69.98,,,,82.0,,,,,,,,,,,,,,,,,,,0.39,0.1,0.1,11.05,0.5,0.77,0.38,3.75,724.0,853.0,815.0,663.0,381.5,423.5,428.5,351.0,8286.838,,,0.0,1.0,79.17,202.0,116.5,0.0,97.838,7.2,0.04
D,PDIREGION,,2.0,2025/06/26 06:00:00,1,VIC1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,PDREGION,,5.0,2025/06/26 06:30:00,1,VIC1,2025/06/26 06:30:00,323.7138,0,6318.55,5515.97,175,-977.59,0,,,11,,,,,,,,20.0,,,,,,,,13.0,,,,,,,,192.33,,,,,,,,251.0,,,,,,,,163.0,,,,,,8748.965,264.0,5937.38889,6505.37,,83.11,,,,93.0,,,,,,,,,,,,,,,,,,,0.38,0.24,0.1,7.84,0.38,0.38,0.38,0.93,888.0,895.0,895.0,697.0,307.8903,326.8903,324.8903,304.0,8571.365,,,0.0,0.0,27.0,373.0,214.8903,0.0,358.965,0.81,0.0
D,PDREGION,,5.0,2025/06/26 06:30:00,1,VIC1,2025/06/26 07:00:00,575.09015,0,6847.92,5781.85,0,-1066.06,0,,,40,,,,,,,,76.0,,,,,,,,52.11,,,,,,,,235.98,,,,,,,,250.0,,,,,,,,198.33,,,,,,8737.851,310.0,6505.36618,6863.02,,203.55,,,,30.0,,,,,,,,,,,,,,,,,,,0.39,0.38,0.23,34.73,0.2,0.38,0.0,0.0,850.0,858.0,858.0,360.67031,510.44729,597.44729,547.44729,617.0,8560.28076,,,0.0,0.0,54.89,372.0,245.44729,0.0,345.851,0.86,0.0
D,PDREGION,,5.0,2025/06/26 06:30:00,1,VIC1,2025/06/26 07:30:00,983.96,0,7274.5,6151.28,0,-1123.22,0,,,71,,,,,,,,88.0,,,,,,,,53.0,,,,,,,,159.0,,,,,,,,250.0,,,,,,,,136.0,,,,,,8804.63,332.0,6863.01687,7291.96,,94.0,,,,5.0,,,,,,,,,,,,,,,,,,,7.62,0.39,0.15,0.15,0.04,0.38,0.1,1.2,773.35051,781.35051,781.35051,381.35051,652.0,709.0,630.0,1045.64949,8627.05976,,,0.0,0.0,70.47,295.35051,365.0,0.0,311.63,0.86,0.0
D,PDREGION,,5.0,2025/06/26 06:30:00,1,VIC1,2025/06/26 08:00:00,983.96,0,7622.19,6394.39,0,-1227.8,0,,,53.36,,,,,,,,93.19,,,,,,,,109.98,,,,,,,,164.0,,,,,,,,168.0,,,,,,,,55.0,,,,,,8931.66,412.0,7291.9587,7651.27,,76.0,,,,31.0,,,,,,,,,,,,,,,,,,,0.38,0.38,0.38,4.0,0.1,0.38,0.2,3.75,767.27182,774.27182,774.27182,399.27182,650.18944,813.18944,693.18944,1121.74623,8741.48424,,,0.0,0.0,14.0,295.27182,354.0,15.105,279.555,0.38,0.0
D,PDREGION,,5.0,2025/06/26 06:30:00,1,VIC1,2025/06/26 08:30:00,978.50907,0,7784.79,6669.27,5,-1120.52,0,,,95,,,,,,,,122.51,,,,,,,,115.0,,,,,,,,184.8,,,,,,,,191.0,,,,,,,,76.0,,,,,,9211.266,412.0,7651.2685,7820.94,,112.0,,,,123.0,,,,,,,,,,,,,,,,,,,0.38,0.38,0.24,8.0,0.1,0.1,0.1,0.93,776.0,783.0,783.0,488.0,654.30791,817.30791,697.30791,1001.0,8905.85216,,,0.0,0.0,14.0,290.0,354.0,145.047,237.219,0.38,0.0
D,PDREGION,,5.0,2025/06/26 06:30:00,1,VIC1,2025/06/26 09:00:00,880.34602,0,7705.36,6736.27,5,-974.09,0,,,49.89,,,,,,,,65.89,,,,,,,,43.89,,,,,,,,183.0,,,,,,,,191.0,,,,,,,,64.0,,,,,,9441.751,412.0,7820.93908,7746.46,,58.0,,,,35.0,,,,,,,,,,,,,,,,,,,0.38,0.24,0.15,42.69607,0.38,0.38,0.38,1.0,817.0,850.0,812.0,629.47773,579.892835,741.892835,621.892835,717.52227,9136.18076,,,0.0,0.0,14.0,312.0,304.0,389.083,200.668,0.38,0.0
D,PDREGION,,5.0,2025/06/26 06:30:00,1,VIC1,2025/06/26 09:30:00,681.94521,0,7558.29,6690.43,5,-872.86,0,,,77.47,,,,,,,,123.73,,,,,,,,108.73,,,,,,,,185.52,,,,,,,,217.08,,,,,,,,143.0,,,,,,9542.429,405.0,7746.45522,7586.22,,13.0,,,,44.0,,,,,,,,,,,,,,,,,,,0.38,0.1,0.1,20.56996,0.1,0.1,0.1,0.1,886.0,875.0,817.0,758.0,672.852535,810.852535,719.852535,588.2693,9236.0089,,,0.0,0.0,14.0,366.0,361.0,566.638,163.791,0.38,0.0
D,PDREGION,,5.0,2025/06/26 06:30:00,1,VIC1,2025/06/26 10:00:00,699.58617,0,7284.11,6620.75,5,-668.36,0,,,111.2,,,,,,,,110.84,,,,,,,,109.0,,,,,,,,196.0,,,,,,,,216.0,,,,,,,,159.07,,,,,,9544.754,402.0,7586.22166,7305.23,,19.0,,,,35.0,,,,,,,,,,,,,,,,,,,0.38,0.15,0.15,35.90925,0.1,0.1,0.38,1.0,894.0,867.0,814.0,748.0,678.199445,816.199445,725.199445,578.0,9239.18376,,,0.0,0.0,16.0,374.0,364.0,633.096,125.658,0.38,0.0
